wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
block,4,12.0,66.0,9.6,55.798252000000005,37.769801,11300000
panel,6,12.0,65.0,9.4,55.747890000000005,37.793759,12000000
panel,4,14.0,66.8,10.0,55.742523999999996,37.799167,12900000
panel,1,12.0,65.3,9.6,55.78725,37.707547999999996,13500000
monolith,10,20.0,65.3,12.0,55.820824,37.718256,13800000
monolith,5,7.0,67.0,14.0,55.738884999999996,37.858905,12300000
brick,2,5.0,67.0,8.0,55.813288,37.715623,12500000
panel,7,9.0,65.0,7.0,55.825093,37.825416,11000000
brick,2,5.0,66.0,8.3,55.795565,37.812776,11300000
panel,7,14.0,65.2,9.5,55.795260999999996,37.79207,11800000
brick,4,9.0,67.0,9.0,55.764136,37.790615,12000000
panel,1,16.0,65.0,9.0,55.790296999999995,37.773942,12000000
panel,1,12.0,65.0,10.0,55.78133199999999,37.735566,12100000
stalin,5,7.0,65.0,11.6,55.745183999999995,37.789573,12500000
panel,6,16.0,65.0,8.4,55.780071,37.728128000000005,12800000
brick,6,6.0,65.0,16.5,55.758691000000006,37.757063,12900000
block,10,12.0,67.0,8.0,55.768851,37.82962,13000000
panel,2,14.0,65.0,9.5,55.802847,37.728658,13500000
monolith,10,15.0,65.0,12.0,55.820824,37.718256,14000000
panel,7,12.0,65.0,7.1,55.791323999999996,37.663575,14500000
block,8,10.0,65.0,25.0,55.799866,37.716055,15500000
panel,11,16.0,66.7,9.5,55.794208999999995,37.693246,16500000
monolith,4,17.0,65.0,12.0,55.807238,37.718973999999996,16600000
panel,9,9.0,65.0,6.0,55.777277000000005,37.820529,8900000
block,2,16.0,65.2,8.0,55.725933999999995,37.814501,8900000
panel,1,9.0,65.0,7.0,55.81189200000001,37.813702,9000000
block,11,16.0,65.0,8.0,55.774719999999995,37.820384999999995,9200000
brick,2,4.0,65.8,8.0,55.725078,37.797253000000005,9300000
panel,2,12.0,65.0,13.0,55.715346999999994,37.880140999999995,9850000
panel,5,14.0,65.5,7.5,55.740435999999995,37.822245,10700000
panel,3,5.0,67.0,8.8,55.810152,37.719253,11200000
brick,1,14.0,67.0,7.8,55.820137,37.710512,11400000
block,8,14.0,65.0,9.5,55.825012,37.812471,11800000
brick,6,9.0,67.0,9.6,55.761511999999996,37.785467,11950000
monolith,4,7.0,66.7,10.0,55.739259999999994,37.859219,12500000
brick,4,5.0,65.2,9.0,55.792265,37.781695,12700000
monolith,18,23.0,67.0,12.0,55.764014,37.798268,12900000
panel,14,16.0,66.0,8.5,55.800428000000004,37.697361,13500000
brick,6,9.0,65.0,10.0,55.762105000000005,37.734704,15500000
panel,11,14.0,66.8,6.0,55.786455000000004,37.678837,17399999
monolithBrick,10,17.0,68.5,16.8,55.76718,37.739986,12400000
brick,4,13.0,69.0,8.0,55.749171999999994,37.824356,11200000
brick,2,7.0,68.4,9.2,55.790236,37.673924,17600000
block,4,16.0,68.0,8.0,55.801789,37.81354,11800000
monolith,10,17.0,68.5,16.8,55.76718,37.739986,12399000
monolith,28,30.0,68.4,12.0,55.81044,37.726978,16500000
brick,6,7.0,68.3,13.0,55.785402000000005,37.676655,16800000
panel,10,17.0,68.0,13.5,55.711488,37.884183,10000000
block,15,16.0,68.0,8.0,55.811401000000004,37.812525,10500000
panel,6,17.0,69.0,11.7,55.71236,37.882566,11600000
brick,6,7.0,70.0,15.0,55.794426,37.690102,17300000
monolith,5,17.0,71.0,15.5,55.800872999999996,37.716989,19999000
brick,6,8.0,71.7,8.0,55.759131999999994,37.760584,11300000
monolith,15,17.0,70.0,10.0,55.792361,37.682035,28000000
panel,6,9.0,70.0,7.0,55.736214000000004,37.826655,8990000
block,16,16.0,70.0,9.0,55.792868000000006,37.81407,12500000
panel,1,5.0,70.0,9.0,55.809509999999996,37.718435,9500000
stalin,1,5.0,71.0,10.0,55.753372,37.799858,10900000
panel,5,16.0,71.2,7.0,55.749288,37.793894,10900000
panel,2,17.0,72.0,10.0,55.743928000000004,37.874464,11000000
panel,4,5.0,72.0,8.0,55.764035,37.743983,11500000
panel,7,9.0,71.1,8.4,55.737715,37.820502000000005,11500000
stalin,4,5.0,71.6,7.4,55.769099,37.732278,11450000
brick,4,5.0,70.6,7.3,55.758362,37.785610999999996,12000000
brick,2,5.0,71.0,7.0,55.796096,37.791046,12000000
brick,7,9.0,70.7,8.4,55.762105000000005,37.734704,12300000
brick,2,5.0,70.1,8.1,55.80076700000001,37.788495000000005,12400000
brick,4,5.0,71.5,8.6,55.773586,37.732979,12700000
panel,5,17.0,70.5,11.0,55.741298,37.860809,12950000
monolith,3,4.0,71.0,12.0,55.73250899999999,37.850865,13800000
monolith,13,22.0,72.0,10.7,55.738424,37.857611,14500000
monolithBrick,16,18.0,70.5,16.0,55.801986,37.815444,16400000
panel,16,16.0,72.0,10.1,55.791936,37.681047,18500000
monolith,9,12.0,72.0,27.0,55.819287,37.702040999999994,21500000
monolith,5,28.0,72.0,15.0,55.792265,37.787110999999996,21700000
monolithBrick,18,18.0,70.0,11.0,55.794421,37.772262,22054000
monolithBrick,13,18.0,71.6,8.9,55.801986,37.815444,22000000
monolithBrick,7,13.0,71.0,11.0,55.794107,37.770223,21927000
monolithBrick,17,18.0,70.0,11.0,55.794421,37.772262,22054000
monolith,15,17.0,70.0,10.0,55.792361,37.682035,28000000
panel,8,9.0,70.0,10.0,55.753737,37.836106,8500000
brick,2,5.0,71.1,8.0,55.800802000000004,37.791934999999995,11700000
panel,12,17.0,72.0,10.0,55.809934,37.777885999999995,11800000
brick,4,8.0,71.6,8.5,55.802422,37.798303999999995,11900000
brick,4,5.0,72.0,8.2,55.789178,37.816055,13200000
panel,2,17.0,71.9,10.3,55.805356,37.708967,13490000
brick,4,5.0,71.2,9.0,55.751665,37.781496999999995,13500000
brick,4,4.0,70.0,10.0,55.789289000000004,37.65699,14000000
block,6,18.0,72.0,9.0,55.81605,37.692859999999996,14500000
brick,5,5.0,71.0,8.0,55.79379399999999,37.776493,15500000
brick,4,11.0,71.0,9.0,55.782456,37.737264,16500000
panel,7,16.0,70.0,10.1,55.790438,37.680481,16490000
monolith,17,18.0,70.0,10.0,55.794421,37.772262,22054032
monolith,15,17.0,70.0,10.0,55.792361,37.682035,28000000
brick,4,5.0,72.0,8.5,55.764035,37.743983,11500000
monolithBrick,2,4.0,73.7,10.0,55.789289000000004,37.65699,11800000
monolithBrick,17,18.0,73.0,13.4,55.814952000000005,37.795026,11800000
panel,11,22.0,73.6,10.0,55.72450500000001,37.821661,12000000
brick,6,12.0,73.0,8.0,55.740669,37.763046,12500000
panel,1,12.0,74.0,9.5,55.716372,37.885405,10550000
monolith,11,16.0,74.0,17.0,55.805563,37.772217,16200000
panel,1,12.0,73.3,10.5,55.716798,37.891585,10100000
brick,8,8.0,73.5,10.0,55.764136,37.790615,10500000
panel,11,14.0,74.0,10.0,55.73788199999999,37.850155,10800000
panel,10,14.0,74.0,10.0,55.73788199999999,37.850155,11090000
panel,10,14.0,74.0,10.0,55.73788199999999,37.850155,11100000
panel,16,17.0,73.0,10.0,55.73555,37.855958,11280000
brick,1,5.0,73.0,9.8,55.761776,37.741513,11799000
panel,6,17.0,73.0,10.5,55.716661,37.881102,12940000
brick,5,5.0,73.9,7.0,55.75735400000001,37.780122999999996,13000000
panel,2,17.0,73.1,10.2,55.796440000000004,37.810881,14250000
brick,5,5.0,74.0,8.3,55.79211899999999,37.710764000000005,14500000
brick,1,5.0,73.5,8.5,55.79211899999999,37.710764000000005,15900000
monolith,8,10.0,73.3,9.9,55.793227,37.770421,22000000
brick,2,5.0,73.0,8.5,55.792832,37.735243,11350000
panel,16,17.0,73.0,10.2,55.736402000000005,37.857647,11500000
panel,9,17.0,73.0,10.2,55.736402000000005,37.857647,12400000
monolith,12,17.0,73.0,10.2,55.74188,37.870242,12500000
monolith,3,17.0,74.0,10.0,55.739498,37.868687,13000000
panel,1,17.0,73.8,10.1,55.79225,37.812588,13800000
panel,2,14.0,74.0,11.5,55.759638,37.804629,15950000
monolith,3,25.0,73.0,16.0,55.792564,37.786285,21700000
monolith,6,7.0,77.0,13.2,55.759243000000005,37.740444000000004,13850000
monolith,6,6.0,77.0,13.2,55.759243000000005,37.740444000000004,13850000
panel,1,14.0,75.3,9.0,55.73991899999999,37.872577,10500000
panel,2,17.0,75.0,10.0,55.797989,37.79985,14000000
brick,5,6.0,75.0,9.0,55.78993199999999,37.674544,24500000
brick,2,8.0,75.0,8.0,55.802248999999996,37.794028000000004,11500000
panel,1,17.0,76.0,10.5,55.757642000000004,37.825712,11500000
monolith,27,35.0,77.0,15.0,55.792265,37.787110999999996,18900000
panel,9,9.0,75.7,11.0,55.825168000000005,37.830446,8990000
panel,21,22.0,75.0,10.1,55.73851,37.767384,10300000
panel,3,17.0,75.0,10.0,55.7389,37.847316,10500000
panel,5,16.0,77.0,12.0,55.779722,37.828936999999996,10500000
panel,9,17.0,76.0,12.0,55.723247,37.905482,10800000
panel,17,17.0,75.0,10.0,55.809934,37.777885999999995,11000000
panel,4,12.0,76.2,12.9,55.713136,37.891657,11100000
panel,3,16.0,76.9,10.0,55.778369999999995,37.825523,11200000
panel,8,12.0,76.3,13.0,55.71230500000001,37.891469,11200000
panel,12,17.0,75.0,10.0,55.739259999999994,37.85497,11300000
panel,14,16.0,76.0,17.0,55.828455000000005,37.809255,11450000
panel,14,16.0,76.0,17.0,55.828455000000005,37.809255,11450000
brick,2,5.0,75.0,9.0,55.772456000000005,37.733284000000005,11600000
panel,15,17.0,75.1,10.0,55.736888,37.858616999999995,11700000
stalin,2,5.0,76.0,9.5,55.815736,37.727957,11660000
panel,3,14.0,75.0,10.0,55.734775,37.85426,11800000
brick,2,5.0,76.9,20.0,55.797999,37.787677,11900000
panel,1,14.0,77.0,8.7,55.739625,37.873961,12300000
panel,2,16.0,76.0,13.0,55.709357999999995,37.893562,12700000
panel,1,17.0,76.0,10.0,55.79851,37.794361,13000000
monolith,18,32.0,75.0,12.0,55.812727,37.738863,13720000
monolith,5,6.0,77.0,13.1,55.759243000000005,37.740444000000004,14500000
monolithBrick,14,22.0,75.0,13.0,55.773509999999995,37.825514,14400000
panel,14,17.0,76.0,10.0,55.746365000000004,37.767663,15000000
panel,5,22.0,76.0,10.5,55.76684,37.735395000000004,15000000
brick,4,4.0,76.1,10.0,55.796203000000006,37.794226,15500000
block,21,27.0,75.0,11.0,55.79806,37.732197,15800000
brick,15,17.0,76.0,10.0,55.752835,37.805581,18000000
monolith,24,37.0,77.0,18.0,55.792265,37.787110999999996,20250000
monolith,35,35.0,75.5,29.0,55.79160699999999,37.787803000000004,20500000
brick,9,9.0,75.0,10.0,55.788373,37.674849,20900000
monolithBrick,10,10.0,75.0,15.0,55.793227,37.770421,22453000
monolithBrick,7,18.0,77.0,11.0,55.793595999999994,37.771848999999996,22626000
panel,3,12.0,75.0,9.0,55.820834,37.872091999999995,8400000
panel,3,14.0,75.0,10.0,55.733143000000005,37.85409,10500000
monolith,1,17.0,75.0,10.0,55.738637,37.867205,10500000
panel,7,12.0,76.1,10.0,55.71230500000001,37.891469,10900000
panel,2,12.0,75.0,10.5,55.713365,37.887570000000004,11000000
panel,7,17.0,75.0,10.5,55.738748,37.860836,11000000
panel,10,12.0,75.0,10.0,55.712852000000005,37.889654,11500000
panel,6,17.0,76.1,12.8,55.723247,37.905482,11500000
brick,1,5.0,76.0,8.1,55.816404000000006,37.733545,11700000
panel,13,17.0,76.0,10.0,55.742428000000004,37.85073,11700000
brick,5,5.0,77.0,8.2,55.809732,37.711078,11900000
panel,9,17.0,75.2,10.2,55.736458,37.856057,11900000
panel,9,17.0,75.0,10.0,55.736458,37.856057,11900000
panel,11,17.0,75.0,10.5,55.739073,37.866433,11990000
panel,11,12.0,77.0,10.1,55.713365,37.887570000000004,12000000
brick,5,5.0,76.0,9.0,55.815913,37.732745,12500000
panel,3,17.0,76.0,10.0,55.809934,37.777885999999995,12500000
brick,3,5.0,76.5,8.1,55.833324,37.686195,12600000
panel,10,10.0,75.0,44.0,55.711123,37.896895,12700000
panel,8,14.0,76.0,12.8,55.709617,37.895781,12800000
panel,11,12.0,76.3,8.3,55.747859999999996,37.77052,13350000
brick,7,9.0,76.5,9.7,55.810218000000006,37.780482,13300000
monolithBrick,4,6.0,77.0,12.5,55.743826,37.757674,13800000
panel,16,17.0,76.0,10.0,55.757268,37.823358,13950000
monolith,14,14.0,77.0,13.0,55.805958,37.780527,14550000
panel,5,17.0,76.0,10.0,55.746573,37.780751,14799000
panel,13,17.0,76.0,20.0,55.746365000000004,37.767663,16200000
monolith,2,14.0,75.0,10.0,55.754238,37.817331,16800000
brick,7,14.0,76.0,9.0,55.786151000000004,37.688611,17500000
monolith,9,16.0,75.0,12.0,55.816480000000006,37.702158000000004,18500000
brick,2,5.0,76.4,9.0,55.785215,37.739061,19500000
monolith,15,35.0,76.0,15.0,55.792265,37.787110999999996,20500000
panel,13,16.0,75.0,10.2,55.791233,37.673726,22000000
monolith,6,18.0,76.8,12.0,55.793595999999994,37.771848999999996,26200000
panel,1,17.0,75.0,10.6,55.819312,37.873385999999996,10300000
panel,13,16.0,79.0,10.5,55.816399,37.834965000000004,10490000
monolith,3,12.0,78.3,11.0,55.736883,37.847927,12800000
panel,3,17.0,78.1,10.3,55.745670999999994,37.877958,10800000
brick,4,5.0,78.4,8.0,55.747551,37.802302000000005,12000000
brick,2,5.0,78.0,9.0,55.761001,37.789231,12380000
panel,6,17.0,78.0,10.5,55.716661,37.881102,12930000
panel,8,17.0,78.0,11.0,55.814522,37.830949,13000000
panel,12,17.0,78.0,11.0,55.797989,37.79985,13650000
panel,16,17.0,78.0,12.0,55.717918000000004,37.893175,13990000
monolith,26,30.0,78.6,12.8,55.81084,37.727688,16500000
monolith,26,30.0,79.0,13.0,55.81084,37.727688,18290000
monolith,8,11.0,78.8,14.0,55.799664,37.712551,22900000
brick,2,5.0,78.0,9.0,55.761001,37.789231,11750000
panel,2,25.0,79.0,10.0,55.775271999999994,37.738628999999996,12220000
panel,10,12.0,78.0,13.0,55.71230500000001,37.891469,12600000
panel,7,14.0,78.0,13.0,55.71734,37.885154,12800000
panel,10,22.0,79.0,10.0,55.73851,37.767384,12800000
stalin,4,5.0,78.0,9.0,55.757024,37.774957,13000000
brick,3,5.0,78.5,9.3,55.79211899999999,37.710764000000005,13200000
brick,9,14.0,78.0,8.2,55.745681000000005,37.812381,13500000
brick,9,14.0,78.3,8.4,55.745681000000005,37.812381,13500000
panel,21,22.0,78.0,10.0,55.72450500000001,37.821661,13900000
brick,2,5.0,78.5,7.0,55.817147999999996,37.720762,14900000
block,6,22.0,78.0,10.6,55.774598,37.829674,15250000
panel,1,16.0,80.0,10.0,55.816399,37.834965000000004,9899000
brick,3,5.0,81.0,8.0,55.791444999999996,37.695771,12500000
brick,3,5.0,81.0,8.0,55.798494999999996,37.785216,12700000
brick,3,5.0,80.0,10.5,55.797295999999996,37.783114000000005,16000000
brick,3,14.0,81.0,13.0,55.800943999999994,37.705338,18470000
panel,11,16.0,80.0,13.0,55.711133,37.895026,14550000
monolith,13,30.0,81.3,11.5,55.81084,37.727688,17800000
panel,11,17.0,81.4,11.0,55.72346999999999,37.903192,11500000
panel,12,12.0,80.0,13.0,55.713365,37.887570000000004,11500000
brick,4,5.0,80.7,10.0,55.745392,37.794424,12500000
panel,5,12.0,80.5,9.0,55.825258999999996,37.805814,12500000
panel,14,17.0,80.0,10.0,55.742048,37.848763,12700000
brick,4,5.0,80.0,8.0,55.760889,37.773573999999996,12800000
panel,3,12.0,80.0,12.0,55.724865,37.804494,12800000
panel,8,10.0,81.8,10.0,55.716042,37.891505,12900000
monolith,9,10.0,82.0,15.0,55.799866,37.716055,13000000
panel,12,17.0,80.0,10.0,55.797989,37.79985,13650000
panel,14,14.0,80.0,12.0,55.812863,37.787677,13890000
brick,4,5.0,80.6,8.0,55.80229,37.78907,13850000
panel,14,17.0,80.0,11.0,55.805356,37.708967,14500000
panel,9,12.0,81.0,8.0,55.747859999999996,37.77052,14400000
brick,5,8.0,80.6,8.4,55.768978000000004,37.72979,14400000
brick,3,8.0,80.0,10.0,55.802248999999996,37.794028000000004,14950000
monolith,12,14.0,80.0,13.0,55.805958,37.780527,15350000
panel,9,17.0,81.0,13.0,55.804435,37.812767,15350000
monolith,12,14.0,80.0,13.0,55.805958,37.780527,15500000
brick,2,8.0,80.8,9.0,55.783549,37.69295,15500000
panel,16,17.0,80.0,13.0,55.795666000000004,37.821077,16500000
brick,2,8.0,82.0,11.0,55.794553,37.705859000000004,17000000
panel,12,17.0,80.0,13.0,55.731997,37.825245,17500000
panel,12,14.0,80.5,9.0,55.792129,37.660135,18700000
monolithBrick,18,18.0,80.0,11.0,55.794421,37.772262,24492000
monolith,14,16.0,80.0,15.0,55.800422999999995,37.710063,29500000
panel,8,12.0,81.0,8.0,55.71445,37.894119,10698000
panel,6,12.0,80.1,10.0,55.712852000000005,37.889654,10800000
panel,9,17.0,81.1,10.0,55.71586,37.882926,11999999
panel,5,12.0,80.0,10.0,55.71445,37.894119,11999999
brick,3,5.0,81.0,8.0,55.808199,37.729718,12200000
panel,15,22.0,80.0,10.0,55.814654000000004,37.833994,12300000
brick,5,5.0,80.1,8.1,55.761077,37.791846,12250000
panel,3,12.0,80.0,13.0,55.715079,37.886590999999996,12600000
panel,5,17.0,82.0,10.2,55.736458,37.856057,13500000
panel,2,12.0,80.2,9.0,55.823798,37.758275,13500000
monolith,33,37.0,80.0,15.0,55.80829,37.758967,13750000
block,15,16.0,82.0,12.0,55.75942,37.777481,13900000
panel,14,14.0,80.0,12.8,55.812863,37.787677,13990000
monolith,1,12.0,81.0,20.0,55.772208,37.731209,14990000
brick,2,12.0,81.0,7.0,55.781388,37.724957,15300000
brick,1,5.0,80.0,9.0,55.79648100000001,37.778937,15500000
brick,2,6.0,80.0,15.0,55.761198,37.775684999999996,15850000
monolith,14,18.0,80.0,15.0,55.800422999999995,37.710063,29500000
panel,8,9.0,83.0,12.0,55.734577,37.860459000000006,12400000
panel,5,14.0,83.2,12.0,55.73940699999999,37.777419,15550000
brick,8,12.0,83.0,8.0,55.781514,37.728469,18950000
panel,3,14.0,84.0,9.0,55.741617000000005,37.877168,11980000
panel,3,14.0,84.0,9.0,55.741617000000005,37.877168,12000000
panel,3,12.0,83.0,8.6,55.715123999999996,37.89181,12000000
brick,2,5.0,83.7,9.2,55.762809,37.787965,12300000
stalin,5,6.0,83.4,12.0,55.763022,37.778416,13000000
panel,12,17.0,83.8,10.2,55.736458,37.856057,13500000
panel,9,14.0,84.0,10.0,55.71765,37.89526,13850000
brick,8,8.0,83.0,9.0,55.783549,37.69295,18000000
brick,3,16.0,84.0,8.0,55.799730000000004,37.706846999999996,23000000
panel,8,12.0,84.0,11.0,55.716701,37.894406,11500000
panel,9,17.0,84.0,12.0,55.743036,37.878541999999996,11700000
monolithBrick,8,17.0,83.2,10.0,55.717918000000004,37.893175,13400000
monolithBrick,8,17.0,84.0,10.0,55.717918000000004,37.893175,13400000
panel,9,14.0,84.0,10.0,55.71765,37.89526,13750000
brick,5,5.0,84.0,8.1,55.794846,37.780131,16700000
panel,3,14.0,83.0,12.0,55.742523999999996,37.799167,16800000
brick,8,8.0,83.0,9.0,55.783549,37.69295,18000000
monolith,3,14.0,83.35,8.8,55.741617000000005,37.877168,11950000
panel,12,12.0,85.0,12.0,55.716701,37.894406,10899899
monolith,32,32.0,86.25,15.3,55.760220999999994,37.738845,16726548
brick,12,12.0,85.3,13.0,55.780846,37.722388,18500000
monolith,13,35.0,85.0,15.0,55.792265,37.787110999999996,24500000
panel,7,8.0,85.6,8.8,55.73144,37.852185,12900000
brick,8,10.0,85.4,10.0,55.716042,37.891505,12900000
panel,7,8.0,85.6,9.0,55.73144,37.852185,12900000
brick,5,8.0,86.2,9.0,55.784318999999996,37.738953,14600000
panel,5,14.0,87.0,8.0,55.742874,37.852545,15000000
monolith,2,13.0,86.7,11.9,55.723606999999994,37.824032,16061000
panel,10,14.0,85.6,10.1,55.740765,37.761878,16200000
monolith,2,13.0,86.7,11.9,55.723606999999994,37.824032,16906500
monolith,8,32.0,85.0,14.0,55.760449,37.737767,17450000
monolith,8,32.0,86.0,14.0,55.760449,37.737767,17450000
monolithBrick,3,7.0,85.0,15.0,55.782132,37.832234,18500000
stalin,7,11.0,86.5,10.0,55.782019999999996,37.726655,22500000
monolith,18,28.0,85.0,20.0,55.792265,37.787110999999996,27600000
panel,5,12.0,85.0,12.0,55.743781000000006,37.806865,15900000
monolith,29,30.0,86.0,12.4,55.809965000000005,37.727975,19400000
brick,3,4.0,85.0,12.0,55.792846999999995,37.801934,19999999
brick,2,6.0,85.0,15.0,55.790468999999995,37.672594000000004,29900000
panel,8,15.0,86.0,12.0,55.744429000000004,37.799652,16000000
brick,8,10.0,93.0,10.6,55.764465,37.785971,15000000
monolith,4,21.0,93.0,25.0,55.750195,37.788872,22000000
block,12,17.0,92.7,12.0,55.820986,37.752886,15000000
panel,14,14.0,90.0,10.8,55.806636,37.781533,15500000
panel,8,12.0,92.4,10.9,55.71504300000001,37.894172999999995,15600000
stalin,7,9.0,90.7,9.1,55.80126800000001,37.79817,17800000
brick,7,7.0,93.4,15.0,55.782132,37.832234,19000000
monolithBrick,9,14.0,92.0,15.0,55.809616000000005,37.791307,19500000
monolith,30,30.0,90.8,11.1,55.820779,37.702121999999996,20360000
brick,11,12.0,90.0,18.0,55.780846,37.722388,23000000
monolith,2,12.0,94.0,14.0,55.763812,37.732081,23500000
monolith,13,29.0,91.0,11.0,55.821082,37.70284,26990000
monolith,3,28.0,90.0,20.0,55.79256899999999,37.787803000000004,27900000
brick,10,10.0,93.4,12.0,55.764465,37.785971,15550000
brick,2,12.0,90.3,12.7,55.772208,37.731209,17800000
monolith,5,9.0,92.2,20.5,55.796794999999996,37.765991,18700000
brick,2,7.0,90.8,12.0,55.790236,37.673924,19000000
monolithBrick,28,29.0,90.0,13.0,55.820273,37.700649,19450000
monolithBrick,4,7.0,94.0,22.0,55.781585,37.830455,19750000
monolith,27,29.0,91.0,15.0,55.820273,37.700649,20200000
brick,4,5.0,91.8,13.5,55.785625,37.688054,35000000
panel,1,7.0,94.0,12.0,55.73624,37.861752,13200000
brick,4,4.0,98.0,14.0,55.759203,37.778155,23500000
brick,2,5.0,98.3,8.3,55.791343999999995,37.673151000000004,20000000
brick,2,5.0,98.3,8.3,55.791343999999995,37.673151000000004,20000000
panel,20,24.0,97.0,11.0,55.749354000000004,37.786213000000004,22800000
panel,13,14.0,96.0,14.0,55.710053,37.883007,12800000
brick,3,5.0,98.6,9.4,55.760464,37.732539,14500000
brick,3,5.0,97.0,8.3,55.745716,37.771499,14700000
stalin,5,9.0,96.4,8.2,55.762105000000005,37.734704,15000000
panel,2,10.0,98.0,15.0,55.71504300000001,37.894172999999995,14999999
monolith,13,18.0,95.0,8.0,55.814952000000005,37.795026,16100000
brick,4,5.0,99.0,10.0,55.760464,37.732539,16320000
panel,14,17.0,96.0,13.0,55.71236,37.882566,16200000
stalin,4,10.0,96.5,9.0,55.795565,37.706676,20000000
monolith,14,20.0,97.5,12.0,55.820824,37.718256,20900000
monolith,20,25.0,97.0,11.0,55.749354000000004,37.786213000000004,22800000
brick,3,5.0,95.4,9.8,55.793656999999996,37.77431,12700000
panel,8,14.0,95.0,9.0,55.758747,37.833896,15600000
brick,1,9.0,96.0,12.0,55.795438,37.695904999999996,24999000
monolith,2,16.0,102.1,17.1,55.800422999999995,37.710063,26000000
monolith,20,28.0,109.7,12.2,55.792564,37.786285,30000000
monolith,3,10.0,114.9,22.0,55.811953,37.784911,19500000
monolithBrick,8,18.0,111.0,11.0,55.794421,37.772262,26500000
monolith,32,35.0,115.0,10.0,55.792265,37.787110999999996,29999000
monolith,24,35.0,102.2,22.0,55.792265,37.787110999999996,32000000
monolith,10,39.0,101.4,20.0,55.788424,37.678540999999996,32500000
brick,3,12.0,112.5,14.0,55.791511,37.682556,38000000
monolith,14,19.0,119.0,11.3,55.794340000000005,37.808186,39990000
panel,6,14.0,101.0,12.0,55.744191,37.803317,17975000
brick,2,6.0,103.0,25.0,55.764131000000006,37.731146,26500000
monolith,20,35.0,114.3,25.0,55.79161800000001,37.786339,30000000
monolith,24,28.0,103.0,23.0,55.792265,37.787110999999996,33000000
